Game_number,Result,Avg_team_Age,Match_light_type,Match_format,Bowlers_in_team,Wicket_keeper_in_team,All_rounder_in_team,First_selection,Opponent,Season,Audience_number,Offshore,Max_run_scored_1over,Max_wicket_taken_1over,Extra_bowls_bowled,Min_run_given_1over,Min_run_scored_1over,Max_run_given_1over,extra_bowls_opponent,player_highest_run,Players_scored_zero,player_highest_wicket
Game_754,0,30,Day,ODI,4,1,3,Batting,England,Rainy,45969,No,14,3,16,2,2,15,11,96,3,2
Game_755,0,30,Day and Night,ODI,3,1,2,Batting,Kenya,Summer,33173,No,12,4,18,2,3,6,2,72,4,1
Game_756,0,30,Day and Night,T20,3,1,3,Batting,South Africa,Summer,64456,No,11,4,16,0,3,6,2,77,3,3
Game_757,1,30,Day,T20,3,1,2,Batting,South Africa,Rainy,31913,Yes,11,3,4,0,3,6,2,71,1,2
Game_758,0,30,Day,ODI,1,1,3,Bowling,South Africa,Winter,57323,Yes,13,3,12,2,3,9,7,96,3,3
Game_759,0,30,Day,ODI,2,1,2,Bowling,England,Winter,34587,No,20,4,7,0,3,6,2,84,3,2
Game_760,1,30,Day and Night,ODI,4,1,1,Bowling,England,Summer,74550,No,15,4,18,2,3,6,2,53,1,3
Game_761,0,30,Day,T20,4,1,4,Batting,South Africa,Rainy,41314,No,14,3,17,0,4,15,11,47,2,2
Game_762,0,30,Day,Test,3,1,3,Bowling,Australia,Rainy,44429,Yes,19,4,12,2,1,11,9,48,3,2
Game_763,1,30,Day,ODI,3,1,1,Batting,Srilanka,Summer,29400,No,22,1,10,2,4,6,4,41,3,1
Game_764,0,30,Day,ODI,3,1,3,Bowling,Kenya,Summer,24164,No,13,2,9,2,2,6,5,83,3,1
Game_765,0,30,Day,ODI,5,1,4,Batting,Kenya,Summer,30219,Yes,20,2,19,2,3,6,2,32,3,2
Game_766,0,30,Day,ODI,3,1,1,Batting,Kenya,Summer,18424,No,14,3,5,4,2,6,4,75,3,1
Game_767,0,30,Day and Night,T20,2,1,4,Bowling,South Africa,Winter,32676,No,17,4,9,0,4,8,7,35,1,2
Game_768,0,30,Day,ODI,3,1,4,Batting,Kenya,Summer,22428,No,12,4,8,3,3,6,2,84,3,1
Game_769,0,30,Day,ODI,1,1,2,Bowling,Srilanka,Summer,19040,No,13,4,6,3,3,6,3,35,2,1
Game_770,0,27,Day and Night,ODI,3,1,4,Bowling,Bangladesh,Winter,120267,No,13,2,21,2,2,7,6,91,2,4
Game_771,0,70,Day,ODI,4,1,3,Bowling,Srilanka,Rainy,15666,No,21,4,7,2,3,6,0,94,3,1
Game_772,0,30,Day and Night,ODI,3,1,2,Batting,Kenya,Winter,39235,No,11,1,20,2,3,20,7,54,3,2
Game_773,0,30,Day,T20,5,1,3,Bowling,South Africa,Rainy,51065,No,13,1,10,0,3,10,8,94,3,3
Game_774,0,30,Day,T20,2,1,2,Bowling,Zimbabwe,Rainy,16142,Yes,20,4,13,0,1,7,7,34,3,2
Game_775,0,30,Day,ODI,3,1,2,Bowling,Srilanka,Winter,16436,No,18,3,20,2,1,17,9,60,3,2
Game_776,0,30,Day and Night,T20,3,1,2,Batting,South Africa,Summer,62986,No,14,4,9,0,3,9,8,43,3,3
Game_777,0,30,Day,ODI,4,1,2,Bowling,England,Rainy,45000,No,17,3,10,2,3,6,0,34,2,2
Game_778,0,30,Day,ODI,3,1,2,Batting,Kenya,Rainy,23422,Yes,20,2,9,3,2,6,0,75,2,1
Game_779,0,30,Day,T20,4,1,3,Bowling,South Africa,Rainy,75985,No,11,1,15,0,2,12,11,67,2,3
Game_780,0,30,Day and Night,T20,4,1,3,Batting,Zimbabwe,Rainy,15617,No,18,4,6,0,3,6,3,75,3,1
Game_781,0,30,Day,ODI,2,1,3,Bowling,Pakistan,Winter,66073,Yes,16,2,12,2,1,6,3,83,4,3
Game_782,0,30,Day,ODI,3,1,3,Batting,Bangladesh,Summer,139482,No,15,2,21,5,3,6,4,53,3,5
Game_783,0,30,Day,ODI,3,1,1,Bowling,Kenya,Winter,17157,No,12,1,13,2,3,9,8,56,3,1
Game_784,0,30,Day,T20,3,1,2,Batting,South Africa,Rainy,65933,No,12,3,12,0,3,10,9,41,3,3
Game_785,0,30,Day,T20,4,1,1,Batting,South Africa,Summer,60802,No,22,3,12,0,4,8,3,59,2,2
Game_786,0,30,Day,ODI,5,1,3,Bowling,Kenya,Summer,21266,No,20,1,8,2,3,6,4,43,3,1
Game_787,0,30,Day and Night,ODI,2,1,4,Bowling,Srilanka,Summer,14616,No,12,3,13,3,2,8,7,30,3,1
Game_788,0,30,Night,ODI,3,1,3,Bowling,Srilanka,Winter,21504,No,11,3,12,4,3,12,9,66,3,2
Game_789,0,30,Day,T20,2,1,3,Batting,South Africa,Winter,35042,Yes,11,1,9,0,4,6,4,30,3,2
Game_790,0,30,Day,ODI,3,1,3,Batting,Kenya,Winter,29799,Yes,18,3,19,3,3,6,2,67,3,1
Game_791,0,30,Day,ODI,3,1,3,Bowling,Kenya,Summer,17500,No,14,1,4,2,4,6,1,90,3,1
Game_792,0,30,Day,T20,2,1,2,Batting,South Africa,Winter,73171,No,25,3,24,0,3,24,13,92,3,3
Game_793,0,30,Day,ODI,2,1,3,Batting,Srilanka,Summer,16016,No,12,3,2,3,3,6,2,75,3,1
Game_794,0,27,Day,ODI,3,1,3,Batting,Kenya,Rainy,27503,Yes,23,3,7,0,3,6,2,95,3,1
Game_795,0,30,Day,ODI,2,1,4,Batting,Kenya,Summer,16177,No,15,4,9,3,3,6,2,95,3,1
Game_796,1,30,Day,T20,2,1,2,Batting,Zimbabwe,Summer,21980,Yes,22,4,4,0,2,6,3,70,3,1
Game_797,0,30,Day,ODI,3,1,3,Bowling,Srilanka,Rainy,25830,No,15,4,5,2,2,6,2,86,2,1
Game_798,0,30,Day,ODI,2,1,3,Batting,England,Winter,31150,No,11,3,5,3,3,6,2,57,4,2
Game_799,0,30,Day,ODI,3,1,4,Batting,Kenya,Rainy,19292,No,13,4,8,5,3,8,7,72,3,1
Game_800,0,30,Day,ODI,1,1,4,Batting,Bangladesh,Rainy,133231,No,14,2,21,2,3,20,8,46,3,5
Game_801,0,30,Day,ODI,4,1,3,Bowling,West Indies,Summer,45000,No,11,4,36,3,3,24,15,61,4,5
Game_802,0,30,Day and Night,ODI,1,1,4,Bowling,England,Rainy,66829,No,17,3,10,2,2,10,9,45,2,2
Game_803,0,30,Day,ODI,3,1,4,Batting,Pakistan,Summer,96138,No,18,3,21,6,3,7,7,98,3,4
Game_804,0,30,Day,ODI,4,1,3,Bowling,Bangladesh,Rainy,1399930,No,14,1,34,5,3,33,18,65,2,5
Game_805,1,30,Day,ODI,2,1,2,Bowling,England,Rainy,41412,Yes,13,1,8,1,3,6,0,50,2,2
Game_806,0,30,Night,ODI,3,1,4,Bowling,Kenya,Winter,14623,No,14,4,7,3,4,6,4,37,4,1
Game_807,0,30,Night,ODI,2,1,1,Bowling,Bangladesh,Rainy,117544,No,23,4,22,1,3,20,8,65,2,4
Game_808,0,30,Day,ODI,3,1,2,Bowling,Kenya,Rainy,24948,Yes,12,1,8,3,2,8,7,65,4,1
Game_809,0,30,Day and Night,ODI,3,1,2,Batting,Srilanka,Summer,30975,No,11,4,10,5,3,6,2,37,3,2
Game_810,0,30,Night,ODI,2,1,3,Batting,England,Winter,36855,No,16,2,11,5,3,6,3,36,3,2
Game_811,0,30,Day,ODI,4,1,4,Bowling,England,Rainy,45871,No,14,2,14,3,3,6,0,88,3,2
Game_812,0,30,Day,ODI,3,1,4,Bowling,England,Rainy,43827,No,18,1,9,3,1,7,7,54,3,2
Game_813,0,30,Night,ODI,4,1,4,Bowling,England,Winter,47628,Yes,15,1,7,0,3,7,7,92,3,2
Game_814,0,30,Day and Night,ODI,4,1,4,Bowling,Kenya,Winter,26705,Yes,17,4,5,4,4,6,3,43,3,1
Game_815,0,30,Day,ODI,2,1,3,Bowling,Srilanka,Rainy,19187,Yes,15,3,15,2,4,7,2,99,3,2
Game_816,1,30,Day,ODI,1,1,2,Bowling,Pakistan,Summer,46711,Yes,12,2,17,2,3,6,0,70,3,2
Game_817,0,30,Day and Night,ODI,1,1,2,Batting,Srilanka,Summer,15071,No,13,1,8,2,3,8,1,73,3,1
Game_818,0,27,Night,ODI,3,1,4,Bowling,Pakistan,Rainy,34132,No,14,4,5,5,1,6,2,63,2,2
Game_819,0,30,Day,ODI,4,1,4,Bowling,Pakistan,Winter,65772,No,16,3,17,3,3,6,2,97,3,3
Game_820,1,30,Day,T20,4,1,4,Bowling,South Africa,Rainy,72800,No,11,3,14,0,2,14,8,32,1,3
Game_821,0,30,Night,ODI,1,1,3,Bowling,England,Summer,59318,No,22,3,12,2,3,11,8,88,2,3
Game_822,0,30,Day,ODI,4,1,3,Bowling,West Indies,Rainy,87430,No,16,4,16,5,1,10,9,81,2,3
Game_823,1,30,Day,ODI,3,1,4,Batting,Kenya,Summer,18599,Yes,11,3,8,5,3,6,2,88,3,1
Game_824,0,30,Day,T20,3,1,4,Batting,Bangladesh,Summer,95137,Yes,18,3,16,0,3,6,0,75,3,3
Game_825,1,30,Day and Night,T20,4,1,3,Batting,South Africa,Summer,45000,No,15,3,9,0,2,6,3,52,2,2
Game_826,0,30,Night,T20,3,1,4,Batting,South Africa,Summer,62055,No,12,4,23,0,3,19,7,57,2,3
Game_827,0,30,Day,T20,3,1,4,Batting,South Africa,Rainy,41580,No,14,4,16,0,3,6,2,52,3,2
Game_828,0,30,Day,ODI,2,1,4,Bowling,Srilanka,Summer,41398,No,16,4,16,3,4,13,11,62,3,2
Game_829,0,30,Day,ODI,4,1,3,Batting,Kenya,Rainy,18354,No,21,4,7,3,3,6,2,47,2,1
Game_830,0,30,Day and Night,ODI,3,1,2,Bowling,West Indies,Winter,85295,Yes,14,3,10,1,3,10,8,47,3,3
Game_831,0,30,Day,T20,3,1,1,Bowling,South Africa,Winter,74263,No,12,3,17,0,2,16,10,76,3,3
Game_832,0,69,Night,ODI,4,1,3,Bowling,England,Rainy,30415,No,12,4,6,2,3,6,4,90,1,2
Game_833,0,30,Day,ODI,3,1,3,Bowling,Kenya,Rainy,15239,No,17,1,7,6,3,6,0,70,2,1
Game_834,0,30,Day and Night,T20,4,1,1,Bowling,Zimbabwe,Winter,19551,No,17,3,13,0,3,9,8,41,3,1
Game_835,0,30,Day and Night,T20,3,1,3,Batting,South Africa,Summer,61523,No,14,1,10,0,4,10,7,92,3,3
Game_836,0,30,Day,ODI,3,1,3,Batting,Srilanka,Summer,22484,No,15,2,6,3,2,6,2,89,2,1
Game_837,0,30,Day,ODI,2,1,3,Bowling,Bangladesh,Rainy,134624,No,11,4,22,3,3,22,17,58,3,5
Game_838,0,30,Day,Test,2,1,2,Bowling,Australia,Rainy,15869,No,17,4,7,2,2,6,2,52,3,1
Game_839,0,30,Day,T20,4,1,4,Batting,Bangladesh,Winter,136619,No,11,3,32,0,2,7,0,68,3,5
Game_840,1,30,Day,ODI,3,1,3,Bowling,Srilanka,Rainy,17052,Yes,12,3,8,2,1,6,4,58,3,1
Game_841,0,30,Day,T20,3,1,4,Batting,Bangladesh,Rainy,112448,Yes,22,3,22,0,3,17,13,80,3,4
Game_842,1,27,Day,ODI,2,1,1,Batting,Srilanka,Rainy,18949,No,20,1,13,3,4,9,7,39,3,1
Game_843,0,30,Night,T20,4,1,1,Bowling,Bangladesh,Summer,133476,Yes,18,4,33,0,4,33,7,79,2,5
Game_844,0,30,Day,T20,2,1,3,Batting,Zimbabwe,Rainy,27517,No,11,1,6,0,3,6,3,56,3,1
Game_845,1,30,Day,ODI,3,1,4,Bowling,Srilanka,Summer,26110,Yes,14,4,4,2,1,6,2,62,2,1
Game_846,0,30,Day,ODI,4,1,3,Batting,Srilanka,Winter,15624,No,14,3,7,1,3,6,2,96,3,1
Game_847,0,30,Night,T20,4,1,3,Bowling,South Africa,Rainy,31255,No,18,1,4,0,3,6,2,100,3,2
Game_848,0,30,Day,ODI,2,1,3,Bowling,Kenya,Winter,21504,No,16,1,17,2,2,6,0,36,3,2
Game_849,0,30,Day,ODI,2,1,1,Bowling,Kenya,Winter,45000,No,17,1,9,3,3,9,8,62,3,2
Game_850,0,30,Day,ODI,3,1,3,Bowling,Bangladesh,Rainy,134414,No,11,3,25,2,3,24,0,70,4,5
Game_851,0,30,Day and Night,ODI,4,1,2,Bowling,West Indies,Winter,95725,No,12,1,9,3,3,6,2,73,3,3
Game_852,0,30,Day,ODI,4,1,3,Batting,Kenya,Rainy,20377,No,13,3,2,2,2,6,2,63,2,1
Game_853,0,30,Day,ODI,4,1,4,Bowling,England,Rainy,41699,No,13,2,13,3,3,11,9,84,2,2
Game_854,0,30,Day,ODI,2,1,3,Batting,Kenya,Rainy,27440,No,14,1,17,2,2,6,1,83,2,1
Game_855,0,30,Day and Night,ODI,4,1,1,Bowling,England,Rainy,45038,No,17,4,9,1,3,6,2,77,4,2
Game_856,1,30,Day and Night,ODI,3,1,1,Bowling,England,Winter,70336,No,11,2,17,5,3,6,0,61,3,3
Game_857,0,30,Day and Night,ODI,4,1,3,Batting,Pakistan,Summer,76566,No,25,4,20,1,3,19,6,64,3,3
Game_858,0,30,Day,ODI,2,1,4,Batting,Kenya,Summer,45815,Yes,13,3,10,1,3,6,2,82,4,2
Game_859,0,30,Day,ODI,3,1,4,Batting,Srilanka,Winter,18151,Yes,11,3,10,4,3,9,6,56,2,1
Game_860,0,30,Day,ODI,2,1,1,Bowling,West Indies,Winter,136052,No,19,4,22,5,3,21,7,49,3,5
Game_861,0,30,Day,ODI,3,1,3,Bowling,Kenya,Rainy,19061,No,11,2,1,0,2,6,0,96,3,1
Game_862,1,30,Day and Night,ODI,2,1,3,Bowling,Srilanka,Summer,24353,No,11,2,6,2,4,6,4,71,2,1
Game_863,0,30,Day and Night,ODI,3,1,2,Bowling,Srilanka,Rainy,19558,No,20,3,5,3,1,6,1,100,4,1
Game_864,0,30,Night,T20,2,1,4,Bowling,South Africa,Summer,36743,No,12,4,13,0,3,8,7,39,2,2
Game_865,0,30,Day,ODI,1,1,4,Bowling,Srilanka,Summer,15232,No,13,4,9,5,3,6,2,84,2,2
Game_866,0,27,Day,T20,3,1,3,Batting,Bangladesh,Rainy,118104,Yes,12,2,28,0,2,7,7,75,1,4
Game_867,0,30,Day,ODI,3,1,2,Bowling,Pakistan,Rainy,39074,No,21,2,10,2,3,9,0,64,2,2
Game_868,0,30,Day,ODI,2,1,3,Bowling,Pakistan,Rainy,94472,Yes,14,2,21,2,3,20,7,79,3,4
Game_869,0,30,Day,ODI,3,1,4,Bowling,Srilanka,Rainy,22470,No,11,3,16,4,3,15,13,47,3,1
Game_870,0,30,Day,ODI,3,1,4,Bowling,Bangladesh,Summer,133315,Yes,14,3,37,2,3,36,10,81,3,5
Game_871,1,30,Night,ODI,4,1,1,Bowling,Bangladesh,Rainy,82943,Yes,12,4,10,2,2,10,7,88,3,3
Game_872,0,30,Day,T20,4,1,3,Bowling,South Africa,Rainy,45514,No,14,2,7,0,4,6,4,98,3,2
Game_873,0,30,Night,ODI,4,1,1,Batting,West Indies,Winter,45000,Yes,18,1,15,2,3,6,2,80,3,3
Game_874,0,30,Day,ODI,3,1,2,Batting,Bangladesh,Winter,83972,No,18,2,10,6,2,7,7,71,4,3
Game_875,0,30,Day,T20,2,1,1,Batting,South Africa,Winter,39235,Yes,24,3,8,0,3,8,0,44,4,2
Game_876,0,30,Day,ODI,1,1,1,Bowling,West Indies,Winter,134008,No,14,1,28,4,2,10,4,96,3,5
Game_877,0,30,Day,ODI,4,1,3,Bowling,West Indies,Rainy,123088,Yes,16,4,21,5,2,6,3,45,3,4
Game_878,0,30,Day,T20,1,1,2,Bowling,South Africa,Rainy,34349,No,25,3,20,0,3,20,16,99,3,2
Game_879,0,30,Day,ODI,2,1,2,Bowling,Srilanka,Rainy,37905,Yes,19,4,12,4,3,10,7,37,3,2
Game_880,0,30,Day,ODI,3,1,4,Batting,Kenya,Summer,14805,No,12,2,17,3,3,17,12,42,3,1
Game_881,1,30,Day and Night,ODI,3,1,4,Bowling,Srilanka,Winter,22127,Yes,22,4,19,0,1,6,0,43,3,1
Game_882,0,30,Day,ODI,4,1,4,Bowling,Pakistan,Winter,40215,No,14,2,10,2,3,6,2,82,3,2
Game_883,0,30,Day and Night,ODI,4,1,3,Batting,West Indies,Summer,130655,Yes,11,4,22,4,3,6,2,35,3,5
Game_884,0,30,Day,ODI,3,1,3,Bowling,Kenya,Summer,31395,No,12,4,10,2,3,8,0,30,3,2
Game_885,0,30,Day and Night,T20,3,1,4,Batting,Zimbabwe,Winter,19523,No,11,3,2,0,2,6,2,84,3,1
Game_886,0,30,Day and Night,ODI,3,1,2,Bowling,Kenya,Rainy,16282,No,12,3,4,3,2,6,2,53,3,1
Game_887,0,30,Day and Night,T20,3,1,3,Batting,South Africa,Rainy,94675,No,14,4,23,0,4,20,4,77,3,4
Game_888,0,30,Day,T20,3,1,3,Bowling,South Africa,Summer,56140,No,15,3,12,0,2,11,9,96,3,3
Game_889,0,30,Day and Night,ODI,4,1,3,Bowling,Srilanka,Rainy,25816,No,18,4,4,2,3,6,0,81,4,1
Game_890,0,27,Day,ODI,3,1,4,Bowling,England,Winter,38374,No,18,4,13,3,3,6,1,84,1,2
Game_891,0,30,Day,T20,4,1,4,Bowling,Bangladesh,Summer,112105,No,19,2,22,0,3,22,10,88,3,4
Game_892,0,30,Day,T20,3,1,2,Bowling,South Africa,Rainy,48503,No,11,2,10,0,2,8,7,100,4,2
Game_893,0,30,Day,ODI,3,1,3,Bowling,Pakistan,Winter,67291,No,17,1,19,5,2,18,10,48,4,3
Game_894,0,30,Night,ODI,4,1,2,Batting,Srilanka,Rainy,39718,No,15,3,11,3,3,9,8,47,3,2
Game_895,0,30,Day,T20,3,1,4,Bowling,South Africa,Rainy,38388,No,14,3,13,0,2,13,8,91,2,2
Game_896,0,30,Day,ODI,2,1,1,Batting,West Indies,Rainy,84427,No,17,3,19,2,3,10,8,81,2,3
Game_897,0,30,Night,ODI,4,1,4,Bowling,Pakistan,Winter,45000,Yes,13,4,12,2,3,6,3,32,1,2
Game_898,0,30,Day,ODI,4,1,3,Bowling,Kenya,Rainy,33747,Yes,12,3,6,4,3,6,2,86,3,1
Game_899,0,30,Day,Test,3,1,1,Bowling,Australia,Rainy,44870,No,12,4,9,1,3,6,2,62,2,2
Game_900,0,70,Day and Night,ODI,3,1,1,Bowling,Srilanka,Winter,36470,No,18,1,24,2,3,24,9,97,3,3
Game_901,0,30,Day,ODI,4,1,3,Bowling,Kenya,Winter,18865,Yes,18,2,3,2,1,6,2,32,3,1
Game_902,0,30,Day and Night,ODI,4,1,4,Batting,Bangladesh,Rainy,83146,No,11,2,12,2,3,10,6,74,3,3
Game_903,0,30,Day,ODI,1,1,3,Bowling,Bangladesh,Rainy,119476,Yes,14,4,21,3,3,21,9,99,3,4
Game_904,0,30,Day and Night,ODI,4,1,3,Batting,Srilanka,Summer,17185,No,19,1,9,5,3,8,7,33,3,1
Game_905,0,30,Day,ODI,2,1,3,Batting,Pakistan,Summer,97748,Yes,12,4,25,2,3,7,1,90,2,4
Game_906,1,30,Day,ODI,4,1,3,Bowling,Kenya,Rainy,34587,No,15,1,11,3,2,8,2,85,2,2
Game_907,0,30,Day,T20,2,1,3,Batting,South Africa,Rainy,36596,Yes,11,4,13,0,3,13,12,65,2,2
Game_908,0,30,Day,T20,3,1,4,Bowling,South Africa,Winter,52829,No,12,4,13,0,3,7,7,73,3,2
Game_909,0,30,Day,ODI,4,1,1,Batting,Kenya,Summer,35385,No,16,3,10,0,2,7,7,74,4,2
Game_910,0,30,Day,ODI,2,1,4,Batting,Kenya,Rainy,40425,No,13,4,11,2,3,10,8,64,3,2
Game_911,0,30,Day and Night,ODI,2,1,3,Batting,England,Rainy,62601,No,24,1,10,2,3,10,9,48,2,3
Game_912,0,30,Day and Night,ODI,2,1,3,Bowling,Bangladesh,Summer,134904,No,12,1,21,2,3,21,9,54,2,5
Game_913,1,30,Day,T20,2,1,4,Batting,South Africa,Rainy,36666,Yes,18,1,12,0,2,6,0,41,3,2
Game_914,0,27,Day and Night,T20,3,1,2,Bowling,South Africa,Summer,32774,No,14,3,9,0,2,7,7,46,2,2
Game_915,0,30,Day,ODI,5,1,4,Bowling,West Indies,Rainy,128100,No,11,2,21,2,3,6,2,42,3,5
Game_916,0,30,Day and Night,ODI,4,1,3,Batting,Srilanka,Winter,36799,No,11,2,9,3,4,9,7,82,2,2
Game_917,0,30,Day and Night,ODI,4,1,4,Batting,Kenya,Summer,34083,No,12,4,20,4,2,6,3,31,3,2
Game_918,0,30,Day,ODI,3,1,3,Batting,Pakistan,Rainy,69895,No,16,1,10,1,2,6,0,43,3,3
Game_919,0,30,Day,ODI,4,1,4,Bowling,Kenya,Rainy,25879,No,14,1,12,3,3,10,9,75,3,2
Game_920,0,30,Day,T20,2,1,2,Bowling,South Africa,Rainy,52199,Yes,22,3,6,0,2,6,3,57,1,2
Game_921,0,30,Day,T20,3,1,4,Batting,South Africa,Winter,45000,No,13,3,10,0,3,10,9,30,2,2
Game_922,0,30,Day,ODI,2,1,4,Bowling,England,Winter,44429,No,16,3,8,2,2,6,2,61,3,2
Game_923,0,30,Day,ODI,2,1,3,Bowling,West Indies,Winter,80570,Yes,14,2,12,3,3,11,10,92,2,3
Game_924,0,30,Day,ODI,4,1,3,Batting,England,Summer,50001,Yes,14,3,11,2,2,11,9,39,3,3
Game_925,0,30,Day,ODI,4,1,3,Bowling,England,Summer,56665,No,13,4,17,5,3,16,6,62,3,3
Game_926,0,30,Day,ODI,3,1,4,Bowling,England,Summer,42224,Yes,15,4,8,3,3,6,4,95,2,2
Game_927,0,30,Day and Night,T20,1,1,2,Bowling,Zimbabwe,Summer,20832,No,19,1,5,0,3,6,0,99,3,2
Game_928,0,30,Day,ODI,5,1,1,Batting,West Indies,Summer,111944,No,14,2,16,2,3,6,0,44,3,4
Game_929,0,30,Day,Test,1,1,3,Bowling,Australia,Winter,18872,Yes,11,3,4,5,3,6,2,52,3,1
Game_930,0,30,Day,ODI,3,1,3,Batting,Srilanka,Rainy,16590,No,13,3,8,4,3,8,0,75,3,1
Game_931,0,30,Day,T20,1,1,1,Batting,Bangladesh,Rainy,87528,No,21,2,15,0,1,6,0,91,3,3
Game_932,0,30,Day,ODI,3,1,3,Bowling,Kenya,Winter,41818,Yes,13,1,13,2,3,7,7,51,4,2
Game_933,0,30,Night,T20,2,1,4,Batting,South Africa,Rainy,33152,Yes,12,2,4,0,4,6,2,85,3,2
Game_934,0,30,Day,ODI,4,1,1,Bowling,Pakistan,Summer,47467,No,23,2,14,6,3,6,0,98,2,2
Game_935,0,30,Night,T20,5,1,4,Batting,South Africa,Summer,46571,No,15,2,7,0,3,6,0,45,3,2
Game_936,0,30,Day and Night,T20,4,1,1,Bowling,South Africa,Summer,67893,No,11,1,16,0,3,13,9,48,2,3
Game_937,0,30,Day,ODI,4,1,4,Bowling,Pakistan,Rainy,47285,No,11,3,15,2,3,6,2,88,3,2
Game_938,0,27,Day,ODI,4,1,4,Batting,Srilanka,Rainy,15491,Yes,13,3,10,3,3,7,7,46,4,1
Game_939,1,30,Day,T20,3,1,4,Batting,Zimbabwe,Summer,19957,Yes,13,2,1,0,3,6,0,34,3,1
Game_940,0,30,Day,ODI,3,1,3,Batting,Srilanka,Rainy,24164,No,20,2,17,3,3,6,4,98,3,1
Game_941,0,30,Night,ODI,4,1,3,Batting,England,Rainy,36806,No,14,3,7,2,4,6,0,30,3,2
Game_942,1,30,Day and Night,T20,3,1,3,Bowling,South Africa,Summer,65485,No,18,3,8,0,3,8,7,56,3,2
Game_943,0,30,Day,ODI,3,1,4,Bowling,Pakistan,Summer,73472,No,15,4,20,2,3,6,3,100,2,3
Game_944,1,30,Day,T20,2,1,3,Bowling,South Africa,Rainy,44660,Yes,12,1,8,0,3,6,4,68,2,2
Game_945,0,30,Day,ODI,4,1,3,Bowling,Kenya,Summer,45000,Yes,16,4,3,5,3,6,2,42,2,1
Game_946,0,30,Day,ODI,4,1,3,Bowling,Pakistan,Summer,45780,No,19,3,10,5,3,6,1,97,2,2
Game_947,0,30,Day,ODI,3,1,2,Bowling,Pakistan,Summer,76755,No,24,3,26,2,3,6,2,31,2,3
Game_948,0,30,Day,T20,2,1,3,Batting,South Africa,Rainy,34552,No,11,3,18,0,2,7,7,87,3,2
Game_949,0,30,Day,ODI,3,1,4,Batting,Kenya,Rainy,17801,No,13,2,6,3,3,6,2,96,3,1
Game_950,1,30,Night,T20,3,1,1,Bowling,South Africa,Summer,37128,Yes,13,2,9,0,2,6,2,67,4,2
Game_951,0,30,Day,ODI,3,1,3,Batting,Bangladesh,Summer,116613,Yes,13,3,30,2,3,6,4,97,3,4
Game_952,0,30,Day,T20,1,1,3,Bowling,Zimbabwe,Rainy,17332,No,18,1,1,0,3,6,0,72,3,1
Game_953,0,30,Day,T20,2,1,2,Bowling,South Africa,Rainy,53172,No,13,2,10,0,3,10,9,61,2,3
Game_954,1,30,Day and Night,ODI,3,1,3,Bowling,Kenya,Summer,15995,Yes,23,3,3,4,3,6,0,40,3,1
Game_955,0,30,Day,ODI,3,1,4,Batting,Srilanka,Winter,21238,No,12,3,18,2,2,18,7,95,3,1
Game_956,0,30,Day,T20,2,1,4,Batting,South Africa,Winter,40005,No,12,3,8,0,3,6,4,46,3,2
Game_957,0,30,Day,ODI,4,1,2,Batting,Srilanka,Winter,18032,No,16,2,8,5,3,6,2,95,3,1
Game_958,0,30,Day,ODI,4,1,3,Bowling,England,Summer,29379,Yes,12,4,18,2,2,6,0,49,3,2
Game_959,0,30,Day,ODI,3,1,1,Bowling,West Indies,Winter,100352,No,11,3,25,3,3,25,10,59,2,4
Game_960,0,30,Day,ODI,3,1,2,Batting,Srilanka,Summer,24136,No,12,2,20,3,3,6,0,78,2,2
Game_961,0,30,Day,ODI,2,1,1,Bowling,West Indies,Rainy,135842,No,11,3,24,4,2,6,2,86,3,5
Game_962,0,27,Night,T20,4,1,3,Batting,South Africa,Rainy,45766,No,15,1,6,0,3,6,2,72,3,2
Game_963,0,30,Day,ODI,2,1,2,Batting,England,Rainy,30142,No,12,2,13,5,1,13,10,31,3,2
Game_964,0,30,Day,ODI,3,1,4,Bowling,Srilanka,Rainy,15806,No,20,1,8,1,3,6,2,61,3,1
Game_965,0,30,Day,ODI,4,1,3,Batting,Pakistan,Winter,31654,Yes,14,4,8,3,3,6,2,74,3,2
Game_966,0,30,Night,ODI,5,1,2,Batting,Kenya,Rainy,31143,Yes,15,1,15,2,3,13,11,72,3,2
Game_967,0,30,Day,ODI,2,1,4,Bowling,Srilanka,Rainy,15526,No,12,3,0,3,3,6,2,98,2,1
Game_968,0,30,Day and Night,ODI,1,1,2,Bowling,Bangladesh,Winter,134379,Yes,14,3,21,3,3,21,8,52,3,5
Game_969,0,30,Day and Night,T20,3,1,3,Batting,South Africa,Rainy,45000,No,11,4,36,0,2,7,7,86,4,4
Game_970,0,30,Day,T20,3,1,2,Batting,South Africa,Summer,46039,No,11,2,6,0,3,6,4,83,3,2
Game_971,0,30,Day,T20,3,1,2,Bowling,South Africa,Rainy,58744,No,16,3,10,0,3,10,7,49,4,3
Game_972,0,30,Day,ODI,3,1,4,Bowling,England,Rainy,55783,Yes,14,3,28,4,3,6,4,39,2,3
Game_973,0,30,Day,ODI,2,1,1,Bowling,Kenya,Rainy,18578,No,21,4,8,3,2,6,2,69,3,1
Game_974,0,30,Day,ODI,2,1,4,Batting,Bangladesh,Rainy,115885,No,13,4,31,2,1,6,2,30,3,4
Game_975,0,30,Day and Night,ODI,2,1,1,Batting,Kenya,Winter,31892,No,11,2,19,3,3,6,4,92,3,2
